framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,1,1,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.25609920024871824
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,1,1,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.019116799533367156
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,1,1,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.02006399929523468
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,1,1,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.01958719938993454
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,1,1,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.018719999492168425
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,1,1,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.01961279958486557
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,2,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.2623487949371338
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,2,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.0206496000289917
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,2,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.25905280113220214
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,2,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.02110079973936081
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,2,2,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.2566943883895874
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,2,2,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.2659904003143311
