framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,3,0.0069973332186539965
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,3,0.0068853336075941724
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,7,0.006954666847983996
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,7,0.006810666372378667
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,15,0.007045333584149678
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,31,0.007184000064929326
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,31,0.00706666645904382
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,63,0.007146666447321574
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,63,0.007040000210205714
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,127,0.006784000123540561
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,127,0.006773333375652631
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,255,0.007071999832987785
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,3,0.008879999940594038
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,255,0.008805333326260248
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,7,0.008746666833758354
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,15,0.008842666943868002
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,7,0.009152000149091085
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,511,0.008837333569924036
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,15,0.00902399979531765
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,15,0.006826666494210561
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,511,0.008997333546479544
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,1023,0.008778666456540426
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,2047,0.00890666681031386
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,1023,0.00891733355820179
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,4095,0.010842667271693548
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,8191,0.01180800050497055
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,8191,0.01505600040157636
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,16383,0.014943999548753103
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,16383,0.019317333896954853
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,1,0.006810666372378667
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,4095,0.009114666531483332
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,3,0.006735999758044879
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,3,0.006778666749596596
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,7,0.007109333450595538
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,7,0.007141333073377609
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,15,0.006725333631038666
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,15,0.006768000001708667
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,31,0.007002666592597961
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,31,0.006837333242098491
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,63,0.006768000001708667
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,127,0.006853333363930385
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,255,0.006773333375652631
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,255,0.008752000207702318
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,511,0.008703999842206636
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,1023,0.008821333448092142
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,511,0.00884799969693025
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,1023,0.008789333204428354
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,2047,0.008629333227872849
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,2047,0.00903466654320558
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,4095,0.008943999807039896
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,4095,0.012890666723251343
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,8191,0.012634667257467905
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,8191,0.01525866612792015
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,2047,0.009103999783595404
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,16383,0.014826666563749313
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,16383,0.021087999145189922
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,1,0.00702400008837382
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,1,0.006815999746322632
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,1,0.006800000245372455
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,3,0.007002666592597961
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,7,0.006911999856432279
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,3,0.00871999996403853
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,7,0.007002666592597961
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,15,0.0068693334857622785
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,15,0.0068853336075941724
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,31,0.007120000198483467
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,63,0.008725333337982496
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,bfloat16,63,0.006784000123540561
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,127,0.006751999879876773
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,255,0.0069919998447100324
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,8,128,1,bfloat16,fp8,127,0.00679466687142849
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,255,0.008874666566650072
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,511,0.008757333581646284
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,511,0.010981333752473196
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,1023,0.00884799969693025
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,2047,0.008869333192706108
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,2047,0.009877333417534828
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,4095,0.009141333401203156
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,4095,0.013183999806642532
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,bfloat16,8191,0.012890666723251343
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,64,4,128,1,bfloat16,fp8,8191,0.017093333105246227
